INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,INSTITUICAO_ENSINO_ALUNO_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,FASE_2022,INDE_2022,PEDRA_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Rede Decisão/União,15,2,4F,Sim,7.589375500000001,B,Ametista,7.08333,9.4,4375,7,7.96875,9.333337499999999,5,,,,,,,,,,,,,5.0,7.039504634920634,Ametista,8.33334,6.612103174603176,5625,7.199999999999999,7.8125,Não,8.0,5.0
Escola Pública,10,1,2H,Sim,7.2879190000000005,B,Ametista,8.500020000000001,8.7,4375,4.5,5.9375,8.833335,10,2.0,Escola Pública,Ametista,7475,8.5,6.7,6.3,5.6,8.5,Não,8.5,10.0,3.0,7.191666500000001,Ametista,8.75001,8.458333333333334,5.0,5.166666666666667,7.5,Não,6.7083275,10.0
Escola Pública,8,0,0E,Não,7.400002000000001,B,Ametista,9.000020000000001,10,5,9,2.5,4.75,10,0.0,Escola Pública,Ágata,5910,8.0,8.3,5.0,3.9,6.6,Não,5.0,5.0,0.0,7.67873527680312,Ametista,10.00002,8.076998050682262,6875,8.483333333333334,5625,Não,8.083335,5.0
Escola Pública,12,2,2G,Não,7.648612,B,Ametista,9.500020000000001,9.5,5,8.5,6875,7.055549999999999,5,2.0,Escola Pública,Ametista,7219,9.0,7.9,5.0,6.9,7.5,Não,8.1,5.0,3.0,5.148616912114456,Quartzo,0.0,6.416701505016722,5625,3.555555555555556,7.5,Não,6.7083275,5.0
Escola Pública,9,0,1K,Não,8.537502,A,Topázio,8.500020000000001,8,7.5,10,7.708333333333334,7.833333333333333,10,1.0,Escola Pública,Ametista,7247,7.4,8.8,7.5,4.7,8.1,Não,8.8,5.0,1.0,6.65156698989899,Ágata,7.416679999999999,7.466161616161616,5625,6.25,6.041666666666667,Não,7.5,5.0
Escola Pública,17,1,7A,Sim,8.297085166666667,B,Ametista,8.75001,8.1,7.5,6.833333333333333,8.4375,9.208337499999999,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,2,4F,Não,4.465625,D,Quartzo,8.75001,0,7.5,0,7.65625,5.374995,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,1,4A,Sim,8.372780333333333,B,Ametista,9.58335,9.1,9375,8,8125,8.722226666666666,5,5.0,Rede Decisão,Topázio,8355,10.0,8.3,7.5,9.0,8.0,Sim,9.3,5.0,6.0,8.96534820289855,Topázio,10.00002,9.641304347826086,9375,8.466666666666667,9.0625,Sim,10.00001,5.0
Escola Pública,9,1,0F,Não,8.231250000000001,B,Ametista,9.000020000000001,10,7.5,9.5,7.8125,6.99999,5,1.0,Escola Pública,Ametista,7757,8.5,9.6,6.9,6.6,8.3,Não,8.2,5.0,1.0,6.38972597744361,Ágata,9.50002,6.948621553884712,6875,3.333333333333333,5625,Não,8.166665,5.0
Escola Pública,12,3,2D,Não,7.526252,B,Ametista,8.000020000000001,9.1,6.25,7.5,7.8125,7.5,5,3.0,Escola Pública,Ametista,7289,10.0,5.8,7.5,6.4,7.1,Não,6.9,10.0,3.0,5.201146520702537,Quartzo,0.0,5.207123159068239,4375,5.444444444444444,7.5,Não,6.916665,5.0
Escola Pública,8,0,0G,Não,9.064585000000001,A,Topázio,10.000020000000001,10,10,9,7.8125,7.416665,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,2,1H,Não,8.427224,B,Ametista,9.500020000000001,9.4,7.5,10,7.916666666666668,7.777776666666667,5,2.0,Escola Pública,Topázio,8581,10.0,8.3,7.5,8.3,8.1,Não,8.4,10.0,3.0,6.925909119658121,Ágata,10.00002,7.32051282051282,5625,4.777777777777778,7.1875,Não,6.124995,10.0
Escola Pública,13,4,3F,Não,8.384169,B,Ametista,9.58335,9.4,4375,9,7.083333333333334,8.000003333333332,10,3.0,Rede Decisão,Ágata,6883,8.8,7.5,6.3,6.0,7.9,Não,7.0,5.0,,,,,,,,,,,
Escola Pública,9,1,0D,Não,7.745835,B,Ametista,9.500020000000001,10,6.25,7.25,6875,7.666665,5,1.0,Escola Pública,Ágata,6557,8.5,8.3,7.5,2.9,7.9,Não,7.1,5.0,,,,,,,,,,,
Escola Pública,12,2,3F,Não,7.336111333333334,B,Ametista,9.16668,8.5,5,6.333333333333333,7.083333333333334,6.222216666666667,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,0,1A,Não,7.941252,B,Ametista,8.500020000000001,8.8,7.5,6.25,7.8125,7.75,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,3,3H,Não,5.510277666666668,D,Quartzo,9.58335,2.6,6875,4.333333333333333,8.333333333333334,5.722213333333335,5,3.0,Escola Pública,Quartzo,4625,9.2,4.7,5.6,1.3,7.3,Não,3.6,5.0,3.0,4.181778881642512,Quartzo,8.75001,2.917572463768116,7.5,0.9444444444444444,6.09375,Não,4.6249975,2.5
Escola Pública,13,2,2C,Não,7.360557333333334,B,Ametista,8.500020000000001,8.9,7.5,6,7.916666666666668,7.444443333333333,5,3.0,Escola Pública,Ametista,6908,8.3,6.4,7.5,6.2,7.5,Não,7.8,5.0,4.0,6.288918699407872,Ágata,7.08333,5.78487460815047,7.5,4.388888888888889,8125,Não,7.416665,5.0
Rede Decisão/União,17,2,7A,Sim,8.161668666666667,B,Ametista,9.16668,9.6,7.5,4.833333333333333,7.5,9.29167,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,0,5B,Não,7.0766670000000005,C,Ágata,7.91667,8.8,7.5,6,7.083333333333334,6.833333333333333,5,6.0,Rede Decisão,Ametista,7233,8.3,7.2,7.5,7.0,8.0,Não,7.6,5.0,,,,,,,,,,,
UNISA,18,4,8A,,8.418335,B,Ametista,9.58335,10,7.5,7.4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1N,Não,7.671946,B,Ametista,7.4166799999999995,9.2,7.5,7.5,7.291666666666667,8.055556666666668,5,2.0,Rede Decisão,Ametista,7440,7.5,7.5,7.5,5.3,8.1,Não,7.9,10.0,2.0,7.35895350617284,Ametista,7.50002,9.19753086419753,5625,6.916666666666666,6.458333333333334,Sim,8.388893333333334,5.0
Rede Decisão/União,15,2,3J,Sim,8.426390666666666,B,Ametista,9.16668,9.5,8125,8,8.749999999999998,9.111113333333334,5,4.0,Rede Decisão,Ametista,7494,7.1,8.1,6.9,7.6,8.1,Não,8.3,5.0,5.0,6.68171391025641,Ágata,7.08333,8.801282051282051,5.0,5.800000000000001,7.03125,Não,6.7499975,5.0
Escola Pública,9,1,1N,Não,8.659168666666668,A,Topázio,9.500020000000001,9.4,4375,10,7.916666666666668,8,10,2.0,Rede Decisão,Ametista,7261,9.5,7.5,6.3,4.2,7.7,Não,7.9,10.0,2.0,7.460804469135802,Ametista,9.50002,9.012345679012345,5625,4.5,6.458333333333334,Não,8.0,10.0
Rede Decisão/União,13,3,3F,Não,5.500834,D,Quartzo,9.16668,6.4,4375,1.3333333333333333,6.666666666666667,4.666663333333334,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,0,1F,Não,8.032502000000001,B,Ametista,9.500020000000001,8.1,7.5,9,8125,8,5,2.0,Escola Pública,Ágata,6029,0.0,5.4,7.5,6.3,8.3,Não,8.0,5.0,3.0,7.720170621212121,Ametista,8.33334,8.203282828282827,7.5,5.777777777777778,7.65625,Não,7.8749975,10.0
Escola Pública,12,2,2P,Não,7.073614000000001,C,Ágata,9.000020000000001,9,6875,3.5,8.749999999999998,8.055560000000002,5,3.0,Escola Pública,Ametista,7239,8.8,6.1,7.5,5.0,7.5,Não,8.2,10.0,,,,,,,,,,,
Escola Pública,16,0,3J,Não,5.580831333333333,D,Quartzo,5.8333200000000005,7.3,6.25,3.6666666666666665,7.291666666666667,5.999996666666666,2.5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,2,2M,Não,7.1841680000000006,C,Ágata,9.500020000000001,6.9,7.5,7,6875,7.58333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,1N,Não,8.116390666666666,B,Ametista,9.500020000000001,6.2,7.5,10,6875,7.444443333333333,10,1.0,Escola Pública,Ágata,5933,6.3,7.9,6.3,2.7,6.9,Não,6.8,5.0,,,,,,,,,,,
Rede Decisão/União,10,2,2N,Não,7.7897240000000005,B,Ametista,9.000020000000001,9.9,3.75,5.5,8125,8.11111,10,3.0,Rede Decisão,Topázio,8296,7.9,7.5,7.5,7.2,8.5,Sim,9.8,10.0,3.0,7.740831693121693,Ametista,8.75001,9.16005291005291,5625,5.955555555555556,7.96875,Não,7.41667,10.0
Escola Pública,10,3,1H,Não,5.311390666666667,D,Quartzo,9.500020000000001,4.3,7.5,0,7.291666666666667,7.61111,5,1.0,Escola Pública,Quartzo,4081,9.5,0.4,7.5,1.1,7.2,Não,4.3,5.0,1.0,5.588394190476191,Quartzo,7.916679999999999,5.952380952380953,6875,4.0,4.6875,Não,5.75,5.0
Escola Pública,14,2,4F,Não,7.000417666666667,C,Ágata,9.16668,4.2,7.5,6.333333333333333,8.4375,6.916665,10,4.0,Escola Pública,Ágata,6427,8.8,6.4,1.9,6.3,8.3,Não,7.5,5.0,,,,,,,,,,,
Escola Pública,12,0,2P,Não,7.886668666666667,B,Ametista,9.500020000000001,9.6,7.5,7,8.333333333333334,7.666666666666667,5,2.0,Escola Pública,Quartzo,5207,0.0,3.3,7.5,5.8,7.5,Não,6.9,5.0,2.0,6.899874812372813,Ágata,9.50002,7.395197395197396,7.5,5.916666666666667,6.041666666666667,Não,7.166666666666666,5.0
Escola Pública,10,1,2N,Não,6.7994460000000005,C,Ágata,9.000020000000001,7.9,6.25,2.5,7.5,7.22222,10,2.0,Escola Pública,Ametista,7107,9.0,5.4,7.5,5.2,7.9,Não,7.7,10.0,2.0,6.930756190476192,Ágata,9.000020000000001,9.285714285714285,4375,5.5,6.25,Não,7.555556666666667,5.0
Escola Pública,9,1,0F,Não,7.32,B,Ametista,9.000020000000001,5.6,7.5,9.5,7.5,6.99999,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,14,2,5F,Não,7.5256255,B,Ametista,7.08333,8.3,4375,6,8.28125,8.458337499999999,10,5.0,Rede Decisão,Ágata,6050,5.4,3.6,5.0,6.6,7.0,Não,6.3,10.0,5.0,6.846516835004177,Ágata,5.41666,6.281197786131997,5625,8.88888888888889,7.5,Não,7.2916675,5.0
Escola Pública,11,1,2F,Não,8.677223999999999,A,Topázio,9.500020000000001,9.4,6875,9,7.708333333333334,7.944443333333333,10,2.0,Escola Pública,Ametista,7604,9.5,7.5,7.5,7.4,7.5,Não,8.3,5.0,3.0,7.439744423076924,Ametista,10.00002,8.240384615384615,7.5,5.0,7.5,Não,6.4583275,10.0
Rede Decisão/União,10,2,2G,Não,7.736390666666667,B,Ametista,9.000020000000001,7.3,7.5,6,7.708333333333334,8.277776666666668,10,2.0,Rede Decisão,Ametista,6892,9.0,5.8,7.5,5.6,7.3,Não,6.2,10.0,2.0,7.065554520054659,Ametista,8.500020000000001,8.174985933606623,5.0,7.166666666666666,6.25,Não,7.61111,5.0
Escola Pública,9,1,1A,Não,8.982502,A,Topázio,9.000020000000001,9.6,10,9,8125,7.75,10,2.0,Rede Decisão,Topázio,8767,8.5,10.0,5.0,8.6,7.9,Sim,9.5,10.0,2.0,7.960716507936509,Ametista,6.91668,9.206349206349206,4375,8.0,6.458333333333334,Sim,8.722226666666666,10.0
Rede Decisão/União,12,2,3G,Não,7.004444666666667,C,Ágata,8.33334,5.8,3125,7.333333333333333,6875,7.72222,10,3.0,Rede Decisão,Ágata,6858,7.9,6.1,4.4,6.4,6.9,Não,7.2,10.0,,,,,,,,,,,
Escola Pública,14,0,3J,Não,8.114724,B,Ametista,9.16668,9.4,7.5,8.333333333333334,8125,7.944446666666668,5,3.0,Escola Pública,Ametista,7693,8.8,8.3,7.5,7.5,7.7,Não,8.1,5.0,4.0,7.562874816059757,Ametista,8.75001,7.515756302521009,6875,8.277777777777777,7.5,Não,7.958335,5.0
Escola Pública,14,1,3C,Não,7.598890333333334,B,Ametista,9.58335,6.8,7.5,8,8.749999999999998,7.777776666666667,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,0,0H,Não,7.675002000000001,B,Ametista,9.000020000000001,10,6.25,9,2.5,5.5,10,0.0,Escola Pública,Ametista,7506,10.0,10.0,6.9,6.4,7.8,Não,6.3,5.0,0.0,8.184503595776773,Topázio,10.00002,9.547511312217194,7.5,8.666666666666668,6.25,Não,8.33333,5.0
Escola Pública,10,1,1H,Não,7.8105573333333345,B,Ametista,9.000020000000001,9.4,7.5,7.5,7.916666666666668,7.444443333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,2P,Não,7.5266693333333325,B,Ametista,9.500020000000001,8.3,7.5,4,8.333333333333332,7.666670000000001,10,2.0,Escola Pública,Quartzo,3752,0.0,1.7,7.5,0.8,7.2,Não,6.5,5.0,,,,,,,,,,,
Escola Pública,9,1,1B,Não,8.582085,A,Topázio,9.000020000000001,9.9,5,10,7.1875,7.416665,10,1.0,Escola Pública,Ametista,7449,8.0,10.0,7.5,5.2,7.5,Não,8.1,5.0,2.0,7.262763158594493,Ametista,8.500020000000001,8.292972459639126,7.5,4.5,6.041666666666667,Não,7.5,10.0
Escola Pública,8,0,1M,Não,8.765835000000001,A,Topázio,8.000020000000001,9.1,7.5,10,8125,7.916665,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1N,Não,6.964446,C,Ágata,8.000020000000001,8.6,7.5,5,7.5,7.222219999999999,5,1.0,Escola Pública,Ametista,7636,9.0,8.3,7.5,6.3,8.1,Não,8.7,5.0,1.0,7.303241851851853,Ametista,7.416679999999999,7.425925925925926,7.5,8.833333333333332,6.041666666666667,Não,7.277776666666666,5.0
Escola Pública,12,2,3R,Sim,8.052502,B,Ametista,9.16668,7.2,7.5,6.666666666666667,8125,9.000003333333332,10,3.0,Rede Decisão,Topázio,8475,9.6,8.9,7.5,6.9,7.9,Sim,9.1,10.0,4.0,8.67342461904762,Topázio,9.16668,8.928571428571427,9375,7.266666666666667,7.96875,Sim,8.91667,10.0
Escola Pública,12,1,2E,Não,7.433890666666667,B,Ametista,8.500020000000001,9.6,7.5,6,7.916666666666668,7.11111,5,2.0,Escola Pública,Quartzo,4946,9.0,0.8,7.5,1.1,7.5,Não,8.3,5.0,,,,,,,,,,,
Rede Decisão/União,11,2,2J,Não,8.473890666666668,B,Ametista,9.000020000000001,8.8,7.5,8.5,7.083333333333333,8.277776666666666,10,3.0,Rede Decisão,Ametista,7844,8.8,7.2,7.5,5.8,7.9,Sim,9.2,10.0,4.0,7.95721614036921,Ametista,7.91667,9.05864681295716,5625,6.888888888888888,7.96875,Não,8.083335,10.0
Escola Pública,17,0,5L,Não,4.995277333333333,D,Quartzo,8.33334,4.9,7.5,0,8.541666666666666,5.388883333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,0,5A,Não,6.252775000000001,C,Ágata,6.24999,6.5,7.5,4.333333333333333,8.333333333333334,6.88888,5,,,,,,,,,,,,,,,,,,,,,,,
FIAP,18,3,8A,,6.250001,D,Quartzo,8.75001,0,6875,7.5,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,2M,Não,6.7829180000000004,C,Ágata,9.000020000000001,7.8,6875,4.5,7.1875,7.58333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,0,0F,Não,8.780002,A,Topázio,10.000020000000001,9.9,7.5,9,7.5,7.5,10,1.0,Escola Pública,Ametista,7219,9.0,9.2,7.5,1.9,7.7,Não,7.9,10.0,1.0,7.52518315942029,Ametista,8.000020000000001,9.605072463768115,7.5,7.583333333333334,6.041666666666667,Não,7.166666666666666,5.0
Escola Pública,17,0,5L,Não,3.7622213333333336,D,Quartzo,7.5,2.2,3125,0,7.708333333333334,4.94444,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,15,4,5G,Sim,8.069793166666667,B,Ametista,8.75001,9,4375,6.333333333333333,8.90625,9.0000025,10,6.0,Rede Decisão,Ágata,5672,7.5,3.9,0.0,6.8,7.1,Não,5.4,10.0,,,,,,,,,,,
Escola Pública,12,1,2C,Não,7.73389,B,Ametista,9.500020000000001,9.1,7.5,7.5,7.916666666666668,7.111106666666665,5,2.0,Escola Pública,Ametista,6917,8.4,5.4,7.5,7.1,7.5,Não,7.8,5.0,3.0,6.943054722222223,Ágata,7.91667,6.666666666666668,4375,7.444444444444444,7.5,Não,5.7083275,10.0
Escola Pública,10,1,1D,Sim,8.352502999999999,B,Ametista,9.500020000000001,8.7,7.5,9,8125,9.000005,5,2.0,Escola Pública,Topázio,8782,9.0,7.9,7.5,8.4,9.2,Sim,9.7,10.0,3.0,7.928183035966957,Ametista,8.75001,8.915214902057008,7.5,5.777777777777778,7.8125,Não,7.9166675,10.0
Escola Pública,8,0,0B,Sim,9.166669,A,Topázio,9.000020000000001,10,7.5,10,7.5,8.833335,10,1.0,Escola Pública,Topázio,8863,9.5,10.0,7.5,8.1,7.5,Sim,9.0,10.0,1.0,7.950002,Ametista,8.500020000000001,10.0,7.5,8.833333333333332,5.833333333333334,Não,7.5,5.0
Escola Pública,11,1,2N,Não,7.751391333333333,B,Ametista,8.000020000000001,8.5,7.5,5.5,8125,7.944446666666668,10,2.0,Escola Pública,Ametista,7679,8.0,9.2,7.5,5.8,8.3,Sim,9.0,5.0,2.0,7.495580529657477,Ametista,9.50002,9.490392648287385,7.5,6.633333333333333,6.041666666666667,Não,7.333333333333333,5.0
Escola Pública,10,0,1C,Não,8.263334666666667,B,Ametista,9.500020000000001,9.4,7.5,10,7.5,7.166663333333332,5,1.0,Escola Pública,Ametista,7718,9.5,7.9,6.9,6.0,8.8,Sim,9.6,5.0,,,,,,,,,,,
Escola Pública,12,0,1E,Não,4.701666666666667,D,Quartzo,8.41668,3.3,6875,0,6.458333333333334,6.833326666666666,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,3M,Não,7.793543333333334,B,Ametista,8.75001,5.4,7.5,8.666666666666666,7.96875,7.79167,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,2,3R,Sim,7.993334666666667,B,Ametista,7.5,9.3,7.5,7.666666666666667,8.333333333333334,8.83334,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,2,4L,Não,4.833887333333333,D,Quartzo,7.5,2.1,7.5,0,7.916666666666668,5.611103333333333,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,3F,Não,6.254445333333334,C,Ágata,9.16668,2.8,7.5,3.6666666666666665,7.5,7.72222,10,3.0,Escola Pública,Quartzo,3599,0.0,1.7,7.5,1.3,6.9,Não,2.9,10.0,3.0,6.762500166666667,Ágata,8.75001,7.1875,5625,5.833333333333333,8125,Não,7.0416625,5.0
Escola Pública,16,1,3L,Não,4.336873833333334,D,Quartzo,7.5,3.7,4375,2.6666666666666665,6.09375,5.0833275,2.5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,2,2C,Não,7.940278666666668,B,Ametista,9.500020000000001,8.5,6875,9,7.916666666666668,7.555549999999999,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,2,0D,Não,8.312502,B,Ametista,8.500020000000001,10,7.5,9.5,8125,7.5,5,1.0,Escola Pública,Topázio,8544,9.5,10.0,7.5,8.1,8.8,Sim,9.2,5.0,2.0,7.682753058681186,Ametista,9.000020000000001,8.892921960072595,7.5,4.916666666666667,6.041666666666667,Não,8.333333333333334,10.0
Escola Pública,10,1,0E,Não,7.6333340000000005,B,Ametista,8.500020000000001,10,7.5,9.5,5,5.66666,5,1.0,Escola Pública,Ametista,7758,9.5,9.6,7.5,5.4,8.3,Não,8.7,5.0,1.0,5.949454421052632,Quartzo,9.50002,8.070175438596491,5.0,4.416666666666667,4.6875,Não,5.16667,5.0
Escola Pública,12,0,3C,Não,8.193334333333334,B,Ametista,8.75001,8.3,7.5,7.333333333333333,8.749999999999998,7.833333333333334,10,3.0,Escola Pública,Ametista,7033,9.2,5.3,7.5,4.6,7.5,Não,8.2,10.0,3.0,5.371978339181286,Quartzo,9.58335,3.81578947368421,7.5,4.122222222222223,6.09375,Não,4.83333,5.0
Rede Decisão/União,14,4,4A,Não,8.796113333333334,A,Topázio,9.16668,9.8,10,6.666666666666667,8.749999999999998,8.55556,10,5.0,Rede Decisão,Ametista,7859,7.5,7.2,7.5,6.3,7.8,Sim,9.4,10.0,5.0,7.566015304972806,Ametista,7.5,9.580419580419582,5625,6.744444444444444,7.96875,Sim,8.458337499999999,5.0
Escola Pública,8,0,0C,Não,8.254168,B,Ametista,9.500020000000001,10,7.5,7.5,6875,6.83333,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,1J,Não,7.804168000000001,B,Ametista,7.4166799999999995,8,6875,10,7.083333333333334,7.833333333333333,5,2.0,Escola Pública,Quartzo,4450,9.0,1.7,8.1,0.0,7.7,Não,5.7,5.0,2.0,6.511662330532213,Ágata,8.000020000000001,7.662464985994397,7.5,5.583333333333334,6.458333333333334,Não,5.833336666666667,5.0
Escola Pública,10,1,1J,Não,6.602502,C,Ágata,9.000020000000001,6.7,7.5,4.25,7.291666666666667,7.666666666666667,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,3,5G,Não,5.2535425,D,Quartzo,8.33334,6.7,3125,4,6.09375,4.2916675,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,1,0D,Não,8.308336,B,Ametista,9.000020000000001,10,4375,9,6875,7.41667,10,1.0,Escola Pública,Ametista,7954,8.0,9.6,6.9,5.6,7.9,Não,8.2,10.0,1.0,6.464252763285025,Ágata,7.50002,8.932367149758454,7.5,5.0,5.0,Não,5.888886666666667,5.0
Escola Pública,14,1,3M,Não,6.205209666666667,C,Ágata,9.16668,5.5,7.5,3.3333333333333335,7.96875,7375,5,4.0,Escola Pública,Ágata,6234,8.8,7.5,7.5,3.9,7.3,Não,5.5,5.0,5.0,6.157779444444444,Ágata,8.75001,6.25,7.5,4.955555555555556,6.25,Não,5.833336666666667,5.0
Escola Pública,11,2,2L,Não,7.635279333333334,B,Ametista,7.50002,8.6,7.5,6,7.708333333333334,7.222219999999999,10,2.0,Escola Pública,Ametista,7329,8.5,8.8,7.5,5.0,8.1,Não,8.3,5.0,,,,,,,,,,,
Escola Pública,17,2,5L,Não,6.116945666666667,C,Ágata,8.75001,4.8,7.5,2.6666666666666665,8.541666666666666,8.222223333333334,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,0B,Sim,8.900004,A,Topázio,9.500020000000001,10,7.5,8.5,10,10.00001,5,1.0,Escola Pública,Ágata,5653,9.0,2.9,7.5,3.6,7.5,Não,7.2,5.0,,,,,,,,,,,
Escola Pública,10,2,1N,Não,6.611668,C,Ágata,7.00002,4.6,7.5,8,7.083333333333333,7.166663333333332,5,1.0,Escola Pública,Ametista,7179,8.5,8.8,7.5,3.7,7.9,Sim,9.0,5.0,1.0,5.179630296296297,Quartzo,8.500020000000001,5.481481481481482,7.5,1.0,5.833333333333334,Não,5.999993333333334,5.0
Escola Pública,16,1,6A,Não,5.3102075,D,Quartzo,0,4.9,7.5,2,7.96875,6.9166625,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,16,4,5B,Não,7.297778666666666,B,Ametista,9.16668,9.1,7.5,5.333333333333333,8.333333333333332,7.055553333333334,5,6.0,Rede Decisão,Ametista,7225,7.9,7.2,7.5,5.4,8.0,Não,6.8,10.0,7.0,6.901589607843138,Ágata,7.91667,7.370098039215687,7.5,4.733333333333333,8.28125,Não,8.055556666666668,5.0
Escola Pública,13,1,2D,Não,8.041252,B,Ametista,9.000020000000001,9.3,7.5,8.5,7.8125,7.75,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,7,1,0B,Não,9.116669,A,Topázio,10.000020000000001,10,7.5,10,7.5,8.083335,10,1.0,Escola Pública,Topázio,9294,10.0,9.2,8.1,8.9,9.2,Sim,9.7,10.0,1.0,8.902781333333333,Topázio,10.00002,9.666666666666666,7.5,9.916666666666668,6.25,Não,8.055563333333334,10.0
Rede Decisão/União,12,3,3B,Não,7.818543333333334,B,Ametista,9.58335,7.4,7.5,6.666666666666667,7.96875,7.5,10,,,,,,,,,,,,,4.0,8.149929726333543,Topázio,9.16668,9.691650853889945,5625,6.677777777777778,7.96875,Não,8.000005,10.0
FIAP,15,2,8A,,8.976668,A,Topázio,9.16668,10,7.5,8.9,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,4,2H,Não,6.394585,C,Ágata,7.91668,8.9,4375,3.5,4.6875,8.583335,5,2.0,Escola Pública,Quartzo,4000,0.0,2.9,5.6,3.3,6.0,Não,5.5,5.0,3.0,6.011790235258207,Ágata,10.00002,7.442630898513252,5.0,3.277777777777777,6.09375,Não,6.2916575,5.0
Escola Pública,11,4,1D,Não,7.648752,B,Ametista,7.50002,9.4,7.5,7.5,7.1875,7.75,5,2.0,Escola Pública,Ágata,6621,9.5,6.3,6.3,5.5,7.3,Não,7.3,5.0,2.0,6.787123434343435,Ágata,9.50002,8.505050505050505,4375,5.083333333333334,6.041666666666667,Não,7.88889,5.0
Escola Pública,10,1,0E,Sim,7.7341690000000005,B,Ametista,9.000020000000001,9.9,4375,9.5,2.5,8.833335,5,,,,,,,,,,,,,2.0,6.555924462189958,Ágata,9.000020000000001,8.015728977616455,6.25,5.583333333333334,5.0,Não,6.55555,5.0
Escola Pública,10,1,1A,Não,7.852501999999999,B,Ametista,9.500020000000001,7.7,7.5,8.5,8125,8,5,2.0,Escola Pública,Ágata,6871,9.0,5.4,7.5,5.1,6.5,Não,7.3,10.0,2.0,6.605761359666916,Ágata,9.000020000000001,6.966300131667912,7.5,4.583333333333333,6.458333333333332,Não,7.499996666666666,5.0
Escola Pública,16,2,6B,Não,6.8100005,C,Ágata,7.91667,5.8,6.25,4.5,7.5,7.9166675,10,7.0,Rede Decisão,Ametista,7242,8.3,7.2,6.3,6.5,7.8,Não,6.3,10.0,,,,,,,,,,,
Escola Pública,8,1,1A,Não,8.541252,A,Topázio,10.000020000000001,8.8,7.5,9,7.8125,7.25,10,2.0,Escola Pública,Ametista,7383,10.0,5.8,7.5,5.6,7.1,Não,8.2,10.0,,,,,,,,,,,
Rede Decisão/União,15,1,3J,Sim,8.266390000000001,B,Ametista,8.33334,8.7,6875,8.333333333333334,9.166666666666666,9.611113333333332,5,4.0,Rede Decisão,Ametista,7634,7.5,8.6,6.3,7.5,8.3,Não,8.5,5.0,4.0,7.815768210526317,Ametista,8.33334,9.201754385964913,6875,7.866666666666666,7.8125,Sim,9.25,2.5
Escola Pública,12,2,2B,Sim,7.356669999999999,B,Ametista,8.000020000000001,8.2,7.5,6.5,5,9.33334,5,3.0,Rede Decisão,Ametista,7547,9.2,7.8,6.3,5.5,7.9,Não,7.8,10.0,3.0,7.628620754385966,Ametista,10.00002,9.736842105263158,5.0,7.166666666666667,7.8125,Não,7.333335,5.0
